customer_id,order_id,order_date,shipped_date,ship_via,employee_id,product_id,supplier_id,unit_price,quantity,country
OTTIK,10260,1996-07-19,1996-07-29,1,4,57,26,15.6,50,Germany
OTTIK,10260,1996-07-19,1996-07-29,1,4,62,29,39.4,15,Germany
OTTIK,10260,1996-07-19,1996-07-29,1,4,70,7,12.0,21,Germany
QUEDE,10261,1996-07-19,1996-07-30,2,4,21,8,8.0,20,Brazil
QUEDE,10261,1996-07-19,1996-07-30,2,4,35,16,14.4,20,Brazil
RATTC,10262,1996-07-22,1996-07-25,3,8,5,2,17.0,12,USA
RATTC,10262,1996-07-22,1996-07-25,3,8,7,3,24.0,15,USA
RATTC,10262,1996-07-22,1996-07-25,3,8,56,26,30.4,2,USA
ERNSH,10263,1996-07-23,1996-07-31,3,9,16,7,13.9,60,Austria
ERNSH,10263,1996-07-23,1996-07-31,3,9,24,10,3.6,28,Austria
ERNSH,10263,1996-07-23,1996-07-31,3,9,30,13,20.7,60,Austria
ERNSH,10263,1996-07-23,1996-07-31,3,9,74,4,8.0,36,Austria
FOLKO,10264,1996-07-24,1996-08-23,3,6,2,1,15.2,35,Sweden
FOLKO,10264,1996-07-24,1996-08-23,3,6,41,19,7.7,25,Sweden
BLONP,10265,1996-07-25,1996-08-12,1,2,17,7,31.2,30,France
BLONP,10265,1996-07-25,1996-08-12,1,2,70,7,12.0,20,France
WARTH,10266,1996-07-26,1996-07-31,3,3,12,5,30.4,12,Finland
FRANK,10267,1996-07-29,1996-08-06,1,4,40,19,14.7,50,Germany
FRANK,10267,1996-07-29,1996-08-06,1,4,59,28,44.0,70,Germany
FRANK,10267,1996-07-29,1996-08-06,1,4,76,23,14.4,15,Germany
GROSR,10268,1996-07-30,1996-08-02,3,8,29,12,99.0,10,Venezuela
GROSR,10268,1996-07-30,1996-08-02,3,8,72,14,27.8,4,Venezuela
WHITC,10269,1996-07-31,1996-08-09,1,5,33,15,2.0,60,USA
WHITC,10269,1996-07-31,1996-08-09,1,5,72,14,27.8,20,USA
WARTH,10270,1996-08-01,1996-08-02,1,1,36,17,15.2,30,Finland
WARTH,10270,1996-08-01,1996-08-02,1,1,43,20,36.8,25,Finland
SPLIR,10271,1996-08-01,1996-08-30,2,6,33,15,2.0,24,USA
RATTC,10272,1996-08-02,1996-08-06,2,6,20,8,64.8,6,USA
RATTC,10272,1996-08-02,1996-08-06,2,6,31,14,10.0,40,USA
RATTC,10272,1996-08-02,1996-08-06,2,6,72,14,27.8,24,USA
QUICK,10273,1996-08-05,1996-08-12,3,3,10,4,24.8,24,Germany
QUICK,10273,1996-08-05,1996-08-12,3,3,31,14,10.0,15,Germany
QUICK,10273,1996-08-05,1996-08-12,3,3,33,15,2.0,20,Germany
QUICK,10273,1996-08-05,1996-08-12,3,3,40,19,14.7,60,Germany
QUICK,10273,1996-08-05,1996-08-12,3,3,76,23,14.4,33,Germany
VINET,10274,1996-08-06,1996-08-16,1,6,71,15,17.2,20,France
VINET,10274,1996-08-06,1996-08-16,1,6,72,14,27.8,7,France
MAGAA,10275,1996-08-07,1996-08-09,1,1,24,10,3.6,12,Italy
MAGAA,10275,1996-08-07,1996-08-09,1,1,59,28,44.0,6,Italy
TORTU,10276,1996-08-08,1996-08-14,3,8,10,4,24.8,15,Mexico
TORTU,10276,1996-08-08,1996-08-14,3,8,13,6,4.8,10,Mexico
MORGK,10277,1996-08-09,1996-08-13,3,2,28,12,36.4,20,Germany
MORGK,10277,1996-08-09,1996-08-13,3,2,62,29,39.4,12,Germany
BERGS,10278,1996-08-12,1996-08-16,2,8,44,20,15.5,16,Sweden
BERGS,10278,1996-08-12,1996-08-16,2,8,59,28,44.0,15,Sweden
BERGS,10278,1996-08-12,1996-08-16,2,8,63,7,35.1,8,Sweden
BERGS,10278,1996-08-12,1996-08-16,2,8,73,17,12.0,25,Sweden
LEHMS,10279,1996-08-13,1996-08-16,2,8,17,7,31.2,15,Germany
BERGS,10280,1996-08-14,1996-09-12,1,2,24,10,3.6,12,Sweden
BERGS,10280,1996-08-14,1996-09-12,1,2,55,25,19.2,20,Sweden
BERGS,10280,1996-08-14,1996-09-12,1,2,75,12,6.2,30,Sweden
ROMEY,10281,1996-08-14,1996-08-21,1,4,19,8,7.3,1,Spain
ROMEY,10281,1996-08-14,1996-08-21,1,4,24,10,3.6,6,Spain
ROMEY,10281,1996-08-14,1996-08-21,1,4,35,16,14.4,4,Spain
ROMEY,10282,1996-08-15,1996-08-21,1,4,30,13,20.7,6,Spain
ROMEY,10282,1996-08-15,1996-08-21,1,4,57,26,15.6,2,Spain
LILAS,10283,1996-08-16,1996-08-23,3,3,15,6,12.4,20,Venezuela
LILAS,10283,1996-08-16,1996-08-23,3,3,19,8,7.3,18,Venezuela
LILAS,10283,1996-08-16,1996-08-23,3,3,60,28,27.2,35,Venezuela
LILAS,10283,1996-08-16,1996-08-23,3,3,72,14,27.8,3,Venezuela
LEHMS,10284,1996-08-19,1996-08-27,1,4,27,11,35.1,15,Germany
LEHMS,10284,1996-08-19,1996-08-27,1,4,44,20,15.5,21,Germany
LEHMS,10284,1996-08-19,1996-08-27,1,4,60,28,27.2,20,Germany
LEHMS,10284,1996-08-19,1996-08-27,1,4,67,16,11.2,5,Germany
QUICK,10285,1996-08-20,1996-08-26,2,1,1,8,14.4,45,Germany
QUICK,10285,1996-08-20,1996-08-26,2,1,40,19,14.7,40,Germany
QUICK,10285,1996-08-20,1996-08-26,2,1,53,24,26.2,36,Germany
QUICK,10286,1996-08-21,1996-08-30,3,8,35,16,14.4,100,Germany
QUICK,10286,1996-08-21,1996-08-30,3,8,62,29,39.4,40,Germany
RICAR,10287,1996-08-22,1996-08-28,3,8,16,7,13.9,40,Brazil
RICAR,10287,1996-08-22,1996-08-28,3,8,34,16,11.2,20,Brazil
RICAR,10287,1996-08-22,1996-08-28,3,8,46,21,9.6,15,Brazil
REGGC,10288,1996-08-23,1996-09-03,1,4,54,25,5.9,10,Italy
REGGC,10288,1996-08-23,1996-09-03,1,4,68,8,10.0,3,Italy
BSBEV,10289,1996-08-26,1996-08-28,3,7,3,1,8.0,30,UK
BSBEV,10289,1996-08-26,1996-08-28,3,7,64,12,26.6,9,UK
COMMI,10290,1996-08-27,1996-09-03,1,8,5,2,17.0,20,Brazil
COMMI,10290,1996-08-27,1996-09-03,1,8,29,12,99.0,15,Brazil
COMMI,10290,1996-08-27,1996-09-03,1,8,49,23,16.0,15,Brazil
COMMI,10290,1996-08-27,1996-09-03,1,8,77,12,10.4,10,Brazil
QUEDE,10291,1996-08-27,1996-09-04,2,6,13,6,4.8,20,Brazil
QUEDE,10291,1996-08-27,1996-09-04,2,6,44,20,15.5,24,Brazil
QUEDE,10291,1996-08-27,1996-09-04,2,6,51,24,42.4,2,Brazil
TRADH,10292,1996-08-28,1996-09-02,2,1,20,8,64.8,20,Brazil
TORTU,10293,1996-08-29,1996-09-11,3,1,18,7,50.0,12,Mexico
TORTU,10293,1996-08-29,1996-09-11,3,1,24,10,3.6,10,Mexico
TORTU,10293,1996-08-29,1996-09-11,3,1,63,7,35.1,5,Mexico
TORTU,10293,1996-08-29,1996-09-11,3,1,75,12,6.2,6,Mexico
RATTC,10294,1996-08-30,1996-09-05,2,4,1,8,14.4,18,USA
RATTC,10294,1996-08-30,1996-09-05,2,4,17,7,31.2,15,USA
RATTC,10294,1996-08-30,1996-09-05,2,4,43,20,36.8,15,USA
RATTC,10294,1996-08-30,1996-09-05,2,4,60,28,27.2,21,USA
RATTC,10294,1996-08-30,1996-09-05,2,4,75,12,6.2,6,USA
VINET,10295,1996-09-02,1996-09-10,2,2,56,26,30.4,4,France
LILAS,10296,1996-09-03,1996-09-11,1,6,11,5,16.8,12,Venezuela
LILAS,10296,1996-09-03,1996-09-11,1,6,16,7,13.9,30,Venezuela
LILAS,10296,1996-09-03,1996-09-11,1,6,69,15,28.8,15,Venezuela
BLONP,10297,1996-09-04,1996-09-10,2,5,39,18,14.4,60,France
BLONP,10297,1996-09-04,1996-09-10,2,5,72,14,27.8,20,France
HUNGO,10298,1996-09-05,1996-09-11,2,6,2,1,15.2,40,Ireland
HUNGO,10298,1996-09-05,1996-09-11,2,6,36,17,15.2,40,Ireland
HUNGO,10298,1996-09-05,1996-09-11,2,6,59,28,44.0,30,Ireland
HUNGO,10298,1996-09-05,1996-09-11,2,6,62,29,39.4,15,Ireland
RICAR,10299,1996-09-06,1996-09-13,2,4,19,8,7.3,15,Brazil
RICAR,10299,1996-09-06,1996-09-13,2,4,70,7,12.0,20,Brazil
MAGAA,10300,1996-09-09,1996-09-18,2,2,66,2,13.6,30,Italy
MAGAA,10300,1996-09-09,1996-09-18,2,2,68,8,10.0,20,Italy
WANDK,10301,1996-09-09,1996-09-17,2,8,40,19,14.7,10,Germany
WANDK,10301,1996-09-09,1996-09-17,2,8,56,26,30.4,20,Germany
SUPRD,10302,1996-09-10,1996-10-09,2,4,17,7,31.2,40,Belgium
SUPRD,10302,1996-09-10,1996-10-09,2,4,28,12,36.4,28,Belgium
SUPRD,10302,1996-09-10,1996-10-09,2,4,43,20,36.8,12,Belgium
GODOS,10303,1996-09-11,1996-09-18,2,7,40,19,14.7,40,Spain
GODOS,10303,1996-09-11,1996-09-18,2,7,65,2,16.8,30,Spain
GODOS,10303,1996-09-11,1996-09-18,2,7,68,8,10.0,15,Spain
TORTU,10304,1996-09-12,1996-09-17,2,1,49,23,16.0,30,Mexico
TORTU,10304,1996-09-12,1996-09-17,2,1,59,28,44.0,10,Mexico
TORTU,10304,1996-09-12,1996-09-17,2,1,71,15,17.2,2,Mexico
OLDWO,10305,1996-09-13,1996-10-09,3,8,18,7,50.0,25,USA
OLDWO,10305,1996-09-13,1996-10-09,3,8,29,12,99.0,25,USA
OLDWO,10305,1996-09-13,1996-10-09,3,8,39,18,14.4,30,USA
ROMEY,10306,1996-09-16,1996-09-23,3,1,30,13,20.7,10,Spain
ROMEY,10306,1996-09-16,1996-09-23,3,1,53,24,26.2,10,Spain
ROMEY,10306,1996-09-16,1996-09-23,3,1,54,25,5.9,5,Spain
LONEP,10307,1996-09-17,1996-09-25,2,2,62,29,39.4,10,USA
LONEP,10307,1996-09-17,1996-09-25,2,2,68,8,10.0,3,USA
ANATR,10308,1996-09-18,1996-09-24,3,7,69,15,28.8,1,Mexico
ANATR,10308,1996-09-18,1996-09-24,3,7,70,7,12.0,5,Mexico
HUNGO,10309,1996-09-19,1996-10-23,1,3,4,2,17.6,20,Ireland
HUNGO,10309,1996-09-19,1996-10-23,1,3,6,3,20.0,30,Ireland
HUNGO,10309,1996-09-19,1996-10-23,1,3,42,20,11.2,2,Ireland
HUNGO,10309,1996-09-19,1996-10-23,1,3,43,20,36.8,20,Ireland
HUNGO,10309,1996-09-19,1996-10-23,1,3,71,15,17.2,3,Ireland
THEBI,10310,1996-09-20,1996-09-27,2,8,16,7,13.9,10,USA
THEBI,10310,1996-09-20,1996-09-27,2,8,62,29,39.4,5,USA
DUMON,10311,1996-09-20,1996-09-26,3,1,42,20,11.2,6,France
DUMON,10311,1996-09-20,1996-09-26,3,1,69,15,28.8,7,France
WANDK,10312,1996-09-23,1996-10-03,2,2,28,12,36.4,4,Germany
WANDK,10312,1996-09-23,1996-10-03,2,2,43,20,36.8,24,Germany
WANDK,10312,1996-09-23,1996-10-03,2,2,53,24,26.2,20,Germany
WANDK,10312,1996-09-23,1996-10-03,2,2,75,12,6.2,10,Germany
QUICK,10313,1996-09-24,1996-10-04,2,2,36,17,15.2,12,Germany
RATTC,10314,1996-09-25,1996-10-04,2,1,32,14,25.6,40,USA
RATTC,10314,1996-09-25,1996-10-04,2,1,58,27,10.6,30,USA
RATTC,10314,1996-09-25,1996-10-04,2,1,62,29,39.4,25,USA
ISLAT,10315,1996-09-26,1996-10-03,2,4,34,16,11.2,14,UK
ISLAT,10315,1996-09-26,1996-10-03,2,4,70,7,12.0,30,UK
RATTC,10316,1996-09-27,1996-10-08,3,1,41,19,7.7,10,USA
RATTC,10316,1996-09-27,1996-10-08,3,1,62,29,39.4,70,USA
LONEP,10317,1996-09-30,1996-10-10,1,6,1,8,14.4,20,USA
ISLAT,10318,1996-10-01,1996-10-04,2,8,41,19,7.7,20,UK
ISLAT,10318,1996-10-01,1996-10-04,2,8,76,23,14.4,6,UK
TORTU,10319,1996-10-02,1996-10-11,3,7,17,7,31.2,8,Mexico
TORTU,10319,1996-10-02,1996-10-11,3,7,28,12,36.4,14,Mexico
TORTU,10319,1996-10-02,1996-10-11,3,7,76,23,14.4,30,Mexico
WARTH,10320,1996-10-03,1996-10-18,3,5,71,15,17.2,30,Finland
ISLAT,10321,1996-10-03,1996-10-11,2,3,35,16,14.4,10,UK
PERIC,10322,1996-10-04,1996-10-23,3,7,52,24,5.6,20,Mexico
KOENE,10323,1996-10-07,1996-10-14,1,4,15,6,12.4,5,Germany
KOENE,10323,1996-10-07,1996-10-14,1,4,25,11,11.2,4,Germany
KOENE,10323,1996-10-07,1996-10-14,1,4,39,18,14.4,4,Germany
SAVEA,10324,1996-10-08,1996-10-10,1,9,16,7,13.9,21,USA
SAVEA,10324,1996-10-08,1996-10-10,1,9,35,16,14.4,70,USA
SAVEA,10324,1996-10-08,1996-10-10,1,9,46,21,9.6,30,USA
SAVEA,10324,1996-10-08,1996-10-10,1,9,59,28,44.0,40,USA
SAVEA,10324,1996-10-08,1996-10-10,1,9,63,7,35.1,80,USA
KOENE,10325,1996-10-09,1996-10-14,3,1,6,3,20.0,6,Germany
KOENE,10325,1996-10-09,1996-10-14,3,1,13,6,4.8,12,Germany
KOENE,10325,1996-10-09,1996-10-14,3,1,14,6,18.6,9,Germany
KOENE,10325,1996-10-09,1996-10-14,3,1,31,14,10.0,4,Germany
KOENE,10325,1996-10-09,1996-10-14,3,1,72,14,27.8,40,Germany
BOLID,10326,1996-10-10,1996-10-14,2,4,4,2,17.6,24,Spain
BOLID,10326,1996-10-10,1996-10-14,2,4,57,26,15.6,16,Spain
BOLID,10326,1996-10-10,1996-10-14,2,4,75,12,6.2,50,Spain
FOLKO,10327,1996-10-11,1996-10-14,1,2,2,1,15.2,25,Sweden
FOLKO,10327,1996-10-11,1996-10-14,1,2,11,5,16.8,50,Sweden
FOLKO,10327,1996-10-11,1996-10-14,1,2,30,13,20.7,35,Sweden
FOLKO,10327,1996-10-11,1996-10-14,1,2,58,27,10.6,30,Sweden
FURIB,10328,1996-10-14,1996-10-17,3,4,59,28,44.0,9,Portugal
FURIB,10328,1996-10-14,1996-10-17,3,4,65,2,16.8,40,Portugal
FURIB,10328,1996-10-14,1996-10-17,3,4,68,8,10.0,10,Portugal
SPLIR,10329,1996-10-15,1996-10-23,2,4,19,8,7.3,10,USA
SPLIR,10329,1996-10-15,1996-10-23,2,4,30,13,20.7,8,USA
SPLIR,10329,1996-10-15,1996-10-23,2,4,38,18,210.8,20,USA
SPLIR,10329,1996-10-15,1996-10-23,2,4,56,26,30.4,12,USA
LILAS,10330,1996-10-16,1996-10-28,1,3,26,11,24.9,50,Venezuela
LILAS,10330,1996-10-16,1996-10-28,1,3,72,14,27.8,25,Venezuela
BONAP,10331,1996-10-16,1996-10-21,1,9,54,25,5.9,15,France
MEREP,10332,1996-10-17,1996-10-21,2,3,18,7,50.0,40,Canada
MEREP,10332,1996-10-17,1996-10-21,2,3,42,20,11.2,10,Canada
MEREP,10332,1996-10-17,1996-10-21,2,3,47,22,7.6,16,Canada
WARTH,10333,1996-10-18,1996-10-25,3,5,14,6,18.6,10,Finland
WARTH,10333,1996-10-18,1996-10-25,3,5,21,8,8.0,10,Finland
WARTH,10333,1996-10-18,1996-10-25,3,5,71,15,17.2,40,Finland
VICTE,10334,1996-10-21,1996-10-28,2,8,52,24,5.6,8,France
VICTE,10334,1996-10-21,1996-10-28,2,8,68,8,10.0,10,France
HUNGO,10335,1996-10-22,1996-10-24,2,7,2,1,15.2,7,Ireland
HUNGO,10335,1996-10-22,1996-10-24,2,7,31,14,10.0,25,Ireland
HUNGO,10335,1996-10-22,1996-10-24,2,7,32,14,25.6,6,Ireland
HUNGO,10335,1996-10-22,1996-10-24,2,7,51,24,42.4,48,Ireland
PRINI,10336,1996-10-23,1996-10-25,2,7,4,2,17.6,18,Portugal
FRANK,10337,1996-10-24,1996-10-29,3,4,23,9,7.2,40,Germany
FRANK,10337,1996-10-24,1996-10-29,3,4,26,11,24.9,24,Germany
FRANK,10337,1996-10-24,1996-10-29,3,4,36,17,15.2,20,Germany
FRANK,10337,1996-10-24,1996-10-29,3,4,37,17,20.8,28,Germany
FRANK,10337,1996-10-24,1996-10-29,3,4,72,14,27.8,25,Germany
OLDWO,10338,1996-10-25,1996-10-29,3,4,17,7,31.2,20,USA
OLDWO,10338,1996-10-25,1996-10-29,3,4,30,13,20.7,15,USA
MEREP,10339,1996-10-28,1996-11-04,2,2,4,2,17.6,10,Canada
MEREP,10339,1996-10-28,1996-11-04,2,2,17,7,31.2,70,Canada
MEREP,10339,1996-10-28,1996-11-04,2,2,62,29,39.4,28,Canada
BONAP,10340,1996-10-29,1996-11-08,3,1,18,7,50.0,20,France
BONAP,10340,1996-10-29,1996-11-08,3,1,41,19,7.7,12,France
BONAP,10340,1996-10-29,1996-11-08,3,1,43,20,36.8,40,France
SIMOB,10341,1996-10-29,1996-11-05,3,7,33,15,2.0,8,Denmark
SIMOB,10341,1996-10-29,1996-11-05,3,7,59,28,44.0,9,Denmark
FRANK,10342,1996-10-30,1996-11-04,2,4,2,1,15.2,24,Germany
FRANK,10342,1996-10-30,1996-11-04,2,4,31,14,10.0,56,Germany
FRANK,10342,1996-10-30,1996-11-04,2,4,36,17,15.2,40,Germany
FRANK,10342,1996-10-30,1996-11-04,2,4,55,25,19.2,40,Germany
LEHMS,10343,1996-10-31,1996-11-06,1,4,64,12,26.6,50,Germany
LEHMS,10343,1996-10-31,1996-11-06,1,4,68,8,10.0,4,Germany
LEHMS,10343,1996-10-31,1996-11-06,1,4,76,23,14.4,15,Germany
WHITC,10344,1996-11-01,1996-11-05,2,4,4,2,17.6,35,USA
WHITC,10344,1996-11-01,1996-11-05,2,4,8,3,32.0,70,USA
QUICK,10345,1996-11-04,1996-11-11,2,2,8,3,32.0,70,Germany
QUICK,10345,1996-11-04,1996-11-11,2,2,19,8,7.3,80,Germany
QUICK,10345,1996-11-04,1996-11-11,2,2,42,20,11.2,9,Germany
RATTC,10346,1996-11-05,1996-11-08,3,3,17,7,31.2,36,USA
RATTC,10346,1996-11-05,1996-11-08,3,3,56,26,30.4,20,USA
FAMIA,10347,1996-11-06,1996-11-08,3,4,25,11,11.2,10,Brazil
FAMIA,10347,1996-11-06,1996-11-08,3,4,39,18,14.4,50,Brazil
FAMIA,10347,1996-11-06,1996-11-08,3,4,40,19,14.7,4,Brazil
FAMIA,10347,1996-11-06,1996-11-08,3,4,75,12,6.2,6,Brazil
WANDK,10348,1996-11-07,1996-11-15,2,4,1,8,14.4,15,Germany
WANDK,10348,1996-11-07,1996-11-15,2,4,23,9,7.2,25,Germany
SPLIR,10349,1996-11-08,1996-11-15,1,7,54,25,5.9,24,USA
LAMAI,10350,1996-11-11,1996-12-03,2,6,50,23,13.0,15,France
LAMAI,10350,1996-11-11,1996-12-03,2,6,69,15,28.8,18,France
ERNSH,10351,1996-11-11,1996-11-20,1,1,38,18,210.8,20,Austria
ERNSH,10351,1996-11-11,1996-11-20,1,1,41,19,7.7,13,Austria
ERNSH,10351,1996-11-11,1996-11-20,1,1,44,20,15.5,77,Austria
ERNSH,10351,1996-11-11,1996-11-20,1,1,65,2,16.8,10,Austria
FURIB,10352,1996-11-12,1996-11-18,3,3,24,10,3.6,10,Portugal
FURIB,10352,1996-11-12,1996-11-18,3,3,54,25,5.9,20,Portugal
PICCO,10353,1996-11-13,1996-11-25,3,7,11,5,16.8,12,Austria
PICCO,10353,1996-11-13,1996-11-25,3,7,38,18,210.8,50,Austria
PERIC,10354,1996-11-14,1996-11-20,3,8,1,8,14.4,12,Mexico
PERIC,10354,1996-11-14,1996-11-20,3,8,29,12,99.0,4,Mexico
AROUT,10355,1996-11-15,1996-11-20,1,6,24,10,3.6,25,UK
AROUT,10355,1996-11-15,1996-11-20,1,6,57,26,15.6,25,UK
WANDK,10356,1996-11-18,1996-11-27,2,6,31,14,10.0,30,Germany
WANDK,10356,1996-11-18,1996-11-27,2,6,55,25,19.2,12,Germany
WANDK,10356,1996-11-18,1996-11-27,2,6,69,15,28.8,20,Germany
LILAS,10357,1996-11-19,1996-12-02,3,1,10,4,24.8,30,Venezuela
LILAS,10357,1996-11-19,1996-12-02,3,1,26,11,24.9,16,Venezuela
LILAS,10357,1996-11-19,1996-12-02,3,1,60,28,27.2,8,Venezuela
LAMAI,10358,1996-11-20,1996-11-27,1,5,24,10,3.6,10,France
LAMAI,10358,1996-11-20,1996-11-27,1,5,34,16,11.2,10,France
LAMAI,10358,1996-11-20,1996-11-27,1,5,36,17,15.2,20,France
SEVES,10359,1996-11-21,1996-11-26,3,5,16,7,13.9,56,UK
SEVES,10359,1996-11-21,1996-11-26,3,5,31,14,10.0,70,UK
SEVES,10359,1996-11-21,1996-11-26,3,5,60,28,27.2,80,UK
BLONP,10360,1996-11-22,1996-12-02,3,4,28,12,36.4,30,France
BLONP,10360,1996-11-22,1996-12-02,3,4,29,12,99.0,35,France
BLONP,10360,1996-11-22,1996-12-02,3,4,38,18,210.8,10,France
BLONP,10360,1996-11-22,1996-12-02,3,4,49,23,16.0,35,France
BLONP,10360,1996-11-22,1996-12-02,3,4,54,25,5.9,28,France
QUICK,10361,1996-11-22,1996-12-03,2,1,39,18,14.4,54,Germany
QUICK,10361,1996-11-22,1996-12-03,2,1,60,28,27.2,55,Germany
BONAP,10362,1996-11-25,1996-11-28,1,3,25,11,11.2,50,France
BONAP,10362,1996-11-25,1996-11-28,1,3,51,24,42.4,20,France
BONAP,10362,1996-11-25,1996-11-28,1,3,54,25,5.9,24,France
DRACD,10363,1996-11-26,1996-12-04,3,4,31,14,10.0,20,Germany
DRACD,10363,1996-11-26,1996-12-04,3,4,75,12,6.2,12,Germany
DRACD,10363,1996-11-26,1996-12-04,3,4,76,23,14.4,12,Germany
EASTC,10364,1996-11-26,1996-12-04,1,1,69,15,28.8,30,UK
EASTC,10364,1996-11-26,1996-12-04,1,1,71,15,17.2,5,UK
ANTON,10365,1996-11-27,1996-12-02,2,3,11,5,16.8,24,Mexico
GALED,10366,1996-11-28,1996-12-30,2,8,65,2,16.8,5,Spain
GALED,10366,1996-11-28,1996-12-30,2,8,77,12,10.4,5,Spain
VAFFE,10367,1996-11-28,1996-12-02,3,7,34,16,11.2,36,Denmark
VAFFE,10367,1996-11-28,1996-12-02,3,7,54,25,5.9,18,Denmark
VAFFE,10367,1996-11-28,1996-12-02,3,7,65,2,16.8,15,Denmark
VAFFE,10367,1996-11-28,1996-12-02,3,7,77,12,10.4,7,Denmark
ERNSH,10368,1996-11-29,1996-12-02,2,2,21,8,8.0,5,Austria
ERNSH,10368,1996-11-29,1996-12-02,2,2,28,12,36.4,13,Austria
ERNSH,10368,1996-11-29,1996-12-02,2,2,57,26,15.6,25,Austria
ERNSH,10368,1996-11-29,1996-12-02,2,2,64,12,26.6,35,Austria
SPLIR,10369,1996-12-02,1996-12-09,2,8,29,12,99.0,20,USA
SPLIR,10369,1996-12-02,1996-12-09,2,8,56,26,30.4,18,USA
CHOPS,10370,1996-12-03,1996-12-27,2,6,1,8,14.4,15,Switzerland
CHOPS,10370,1996-12-03,1996-12-27,2,6,64,12,26.6,30,Switzerland
CHOPS,10370,1996-12-03,1996-12-27,2,6,74,4,8.0,20,Switzerland
LAMAI,10371,1996-12-03,1996-12-24,1,1,36,17,15.2,6,France
QUEEN,10372,1996-12-04,1996-12-09,2,5,20,8,64.8,12,Brazil
QUEEN,10372,1996-12-04,1996-12-09,2,5,38,18,210.8,40,Brazil
QUEEN,10372,1996-12-04,1996-12-09,2,5,60,28,27.2,70,Brazil
QUEEN,10372,1996-12-04,1996-12-09,2,5,72,14,27.8,42,Brazil
HUNGO,10373,1996-12-05,1996-12-11,3,4,58,27,10.6,80,Ireland
HUNGO,10373,1996-12-05,1996-12-11,3,4,71,15,17.2,50,Ireland
WOLZA,10374,1996-12-05,1996-12-09,3,1,31,14,10.0,30,Poland
WOLZA,10374,1996-12-05,1996-12-09,3,1,58,27,10.6,15,Poland
HUNGC,10375,1996-12-06,1996-12-09,2,3,14,6,18.6,15,USA
HUNGC,10375,1996-12-06,1996-12-09,2,3,54,25,5.9,10,USA
MEREP,10376,1996-12-09,1996-12-13,2,1,31,14,10.0,42,Canada
SEVES,10377,1996-12-09,1996-12-13,3,1,28,12,36.4,20,UK
SEVES,10377,1996-12-09,1996-12-13,3,1,39,18,14.4,20,UK
FOLKO,10378,1996-12-10,1996-12-19,3,5,71,15,17.2,6,Sweden
